年,生产厂家,新编码,新名称,新规格型号,客户名称,销售数量,销售含税总价,采购含税总价,采购含税单价,销售含税单价,返利金额,总毛利,大类,地区,毛利率
2018年,乐普(北京)医疗器械股份有限公司,14009542,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2724,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009543,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2729,云南省第一人民医院,2,23215.34,8924,4462,11607.67,,14291.34,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009545,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2736,昆明医科大学第二附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009545,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2736,曲靖市第二人民医院,4,46000,17848,4462,11500,,28152,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009545,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2736,云南省第一人民医院,4,46430.68,17848,4462,11607.67,,28582.68,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009547,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3012,昆明医科大学第一附属医院呈贡医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009548,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3015,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009552,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3024,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009553,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3029,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009555,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3036,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009555,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3036,云南省第一人民医院,2,23215.34,8924,4462,11607.67,,14291.34,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009557,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3515,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009557,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3515,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009561,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3524,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009562,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3529,曲靖市第二人民医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009564,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3536,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009567,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS4018,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009569,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS4024,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009575,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2524,曲靖市第二人民医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009578,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2536,曲靖市第二人民医院,3,34500,13386,4462,11500,,21114,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009578,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2536,云南省第一人民医院,8,92861.36,35696,4462,11607.67,,57165.36,支架,云南,61.56%
2018年,雅培心血管Abbott Vascular,10351097,药物洗脱冠脉支架系统,1011709-33,曲靖市第二人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,11794549,药物洗脱冠脉支架系统,1011708-38,曲靖市第二人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,乐普(北京)医疗器械股份有限公司,14009562,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3529,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,雅培心血管Abbott Vascular,10057091,药物洗脱冠脉支架系统,1011708-33,云南省第一人民医院,1,16500,10835.76,10835.76,16500,1237.51,6901.75,支架,云南,41.83%
2018年,雅培心血管Abbott Vascular,10057096,药物洗脱冠脉支架系统,1011707-33,云南省第一人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,乐普(北京)医疗器械股份有限公司,10344228,钴基合金雷帕霉素洗脱支架系统,LPRPC2515,云南省第一人民医院,1,11607.67,2778,2778,11607.67,,8829.67,支架,云南,76.07%
2018年,雅培心血管Abbott Vascular,10351087,药物洗脱冠脉支架系统,1011711-23,云南省第一人民医院,1,16500,10425.94,10425.93667,16500,1237.51,7311.57,支架,云南,44.31%
2018年,雅培心血管Abbott Vascular,10351094,药物洗脱冠脉支架系统,1011706-23,云南省第一人民医院,1,18830.68,10835.76,10835.76,18830.68,1412.31,9407.23,支架,云南,49.96%
2018年,雅培心血管Abbott Vascular,10351095,药物洗脱冠脉支架系统,1011706-28,云南省第一人民医院,3,44607.67,33301.37,11100.45622,14869.22,3345.61,14651.91,支架,云南,32.85%
2018年,雅培心血管Abbott Vascular,10351096,药物洗脱冠脉支架系统,1011707-38,云南省第一人民医院,4,64179,43897.17,10974.29183,16044.75,4813.47,25095.3,支架,云南,39.10%
2018年,雅培心血管Abbott Vascular,10351097,药物洗脱冠脉支架系统,1011709-33,云南省第一人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10351098,药物洗脱冠脉支架系统,1011709-38,云南省第一人民医院,4,70015.34,43342.51,10835.62792,17503.84,5251.2,31924.03,支架,云南,45.60%
2018年,雅培心血管Abbott Vascular,10351100,药物洗脱冠脉支架系统,1011710-38,云南省第一人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10351104,药物洗脱冠脉支架系统,1011707-12,云南省第一人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10351114,药物洗脱冠脉支架系统,1011708-28,云南省第一人民医院,1,23215.34,10835.76,10835.76,23215.34,1741.17,14120.75,支架,云南,60.83%
2018年,雅培心血管Abbott Vascular,10351116,药物洗脱冠脉支架系统,1011709-12,云南省第一人民医院,2,27600,21671.52,10835.76,13800,2070.02,7998.5,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10351118,药物洗脱冠脉支架系统,1011709-23,云南省第一人民医院,1,12587.67,11085.59,11085.58581,12587.67,944.08,2446.17,支架,云南,19.43%
2018年,雅培心血管Abbott Vascular,10351124,药物洗脱冠脉支架系统,1011710-23,曲靖市第二人民医院,1,13800,11024.91,11024.90923,13800,1035.01,3810.1,支架,云南,27.61%
2018年,雅培心血管Abbott Vascular,10351124,药物洗脱冠脉支架系统,1011710-23,云南省第一人民医院,1,13800,11024.91,11024.90923,13800,1035.01,3810.1,支架,云南,27.61%
2018年,雅培心血管Abbott Vascular,11794549,药物洗脱冠脉支架系统,1011708-38,云南省第一人民医院,2,27600,21671.52,10835.76,13800,2070.02,7998.5,支架,云南,28.98%
2018年,乐普(北京)医疗器械股份有限公司,12903359,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2512,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009540,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2718,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009542,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2724,曲靖市第二人民医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009545,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2736,昆明医科大学第二附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009545,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2736,云南省第一人民医院,4,46430.68,17848,4462,11607.67,,28582.68,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009550,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3018,曲靖市第二人民医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009552,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3024,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009553,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3029,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009555,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3036,昆明医科大学第二附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009555,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3036,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009561,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3524,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009564,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3536,曲靖市第二人民医院,2,23000,8924,4462,11500,,14076,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009566,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS4015,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009571,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2518,昆明医科大学第二附属医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009571,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2518,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009571,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2518,云南省第一人民医院,2,23215.34,8924,4462,11607.67,,14291.34,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009575,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2524,昆明医科大学第二附属医院,1,9052.5,4462,4462,9052.5,,4590.5,支架,云南,50.71%
2018年,乐普(北京)医疗器械股份有限公司,14009575,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2524,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009575,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2524,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009576,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2529,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009576,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2529,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009578,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2536,云南省第一人民医院,2,23215.34,8924,4462,11607.67,,14291.34,支架,云南,61.56%
2018年,雅培心血管Abbott Vascular,10057096,药物洗脱冠脉支架系统,1011707-33,云南省第一人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,乐普(北京)医疗器械股份有限公司,10344245,钴基合金雷帕霉素洗脱支架系统,LPRPC3036,云南省第一人民医院,2,11607.67,5556,2778,5803.84,,6051.67,支架,云南,52.14%
2018年,雅培心血管Abbott Vascular,10351098,药物洗脱冠脉支架系统,1011709-38,云南省第一人民医院,1,11607.67,10835.63,10835.62792,11607.67,870.58,1642.63,支架,云南,14.15%
2018年,乐普(北京)医疗器械股份有限公司,14009538,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2712,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009542,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2724,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009543,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2729,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,乐普(北京)医疗器械股份有限公司,14009552,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS3024,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009560,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2515,曲靖市第二人民医院,1,11500,4462,4462,11500,,7038,支架,云南,61.20%
2018年,乐普(北京)医疗器械股份有限公司,14009578,血管内无载体含药(雷帕霉素)洗脱支架系统,LPRPS2536,云南省第一人民医院,1,11607.67,4462,4462,11607.67,,7145.67,支架,云南,61.56%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,国药集团昆明医疗器械有限公司,2,23846.4,21671.52,10835.76,11923.2,1788.5,3963.38,支架,云南,16.62%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,国药集团云南医疗器械有限公司,1,12558,10835.76,10835.76,12558,941.86,2664.1,支架,云南,21.21%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,昆明市第一人民医院,3,41400,32507.28,10835.76,13800,3105.03,11997.75,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,昆明市延安医院,29,446339,314237.04,10835.76,15391,33475.74,165577.7,支架,云南,37.10%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,昆明医科大学第二附属医院,4,60420,43343.04,10835.76,15105,4531.54,21608.5,支架,云南,35.76%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,昆明医科大学第一附属医院,3,41400,32507.28,10835.76,13800,3105.03,11997.75,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,普洱市人民医院,5,77100,54178.8,10835.76,15420,5782.55,28703.75,支架,云南,37.23%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,祥云县人民医院,1,13800,10835.76,10835.76,13800,1035.01,3999.25,支架,云南,28.98%
2018年,雅培心血管Abbott Vascular,10057086,药物洗脱冠脉支架系统,1011709-18,云南省第三人民医院,5,69836,54178.8,10835.76,13967.2,5237.75,20894.95,支架,云南,29.92%
